Local time,Open,High,Low,Close,Volume
15.02.2018 06:00:00.000 GMT+0800,9337,10272,9302,9923,973.7799999999999
16.02.2018 06:00:00.000 GMT+0800,9960,10346,9755,10138,878.26
17.02.2018 06:00:00.000 GMT+0800,10138,10138,10138,10138,0
18.02.2018 06:00:00.000 GMT+0800,10138,10138,10138,10138,0
19.02.2018 06:00:00.000 GMT+0800,10810,11304,10375,11137,903.6899999999999
20.02.2018 06:00:00.000 GMT+0800,11159,11799,11112,11760,885.97
21.02.2018 06:00:00.000 GMT+0800,11761,11826,10300,10330,1086.7899999999997
22.02.2018 06:00:00.000 GMT+0800,10356,10979,9784,9957,1030.91
23.02.2018 06:00:00.000 GMT+0800,9950,10464,9642,9970,1178.6549999999997
24.02.2018 06:00:00.000 GMT+0800,9970,9970,9970,9970,0
25.02.2018 06:00:00.000 GMT+0800,9970,9970,9970,9970,0
26.02.2018 06:00:00.000 GMT+0800,9645,10502,9434,10431,1327.805
27.02.2018 06:00:00.000 GMT+0800,10431,10911,10194,10812,1426.5575000000001
28.02.2018 06:00:00.000 GMT+0800,10813,11119,10444,10582,1369.8974999999998
01.03.2018 06:00:00.000 GMT+0800,10589,11136,10280,10988,783.49
02.03.2018 06:00:00.000 GMT+0800,10986,11228,10842,11080,771.34
03.03.2018 06:00:00.000 GMT+0800,11080,11080,11080,11080,0
04.03.2018 06:00:00.000 GMT+0800,11080,11080,11080,11080,0
05.03.2018 06:00:00.000 GMT+0800,11477,11771,11391,11667,619.5199999999999
06.03.2018 06:00:00.000 GMT+0800,11671,11714,10667,10890,725.3399999999999
07.03.2018 06:00:00.000 GMT+0800,10890,10994,9540,10042,853.9999999999999
08.03.2018 06:00:00.000 GMT+0800,10047,10214,9183,9446,858.33
09.03.2018 06:00:00.000 GMT+0800,9434,9524,8486,9199,990.54
10.03.2018 06:00:00.000 GMT+0800,9199,9199,9199,9199,0
11.03.2018 06:00:00.000 GMT+0800,9199,9199,9199,9199,0
12.03.2018 05:00:00.000 GMT+0800,9646,10005,8894,9127,702.7900000000001
13.03.2018 05:00:00.000 GMT+0800,9128,9582,8959,9168,745.43
14.03.2018 05:00:00.000 GMT+0800,9167,9460,8319,8416,724.6500000000001
15.03.2018 05:00:00.000 GMT+0800,8416,8526,7783,8364,818.0499999999998
16.03.2018 05:00:00.000 GMT+0800,8364,8710,8023,8636,717.6199999999999
17.03.2018 05:00:00.000 GMT+0800,8636,8636,8636,8636,0
18.03.2018 05:00:00.000 GMT+0800,8636,8636,8636,8636,0
19.03.2018 05:00:00.000 GMT+0800,8309,8827,8162,8530,783.73
20.03.2018 05:00:00.000 GMT+0800,8530,9108,8432,8989,974.1899999999999
21.03.2018 05:00:00.000 GMT+0800,8989,9247,8831,8963,1566.7250000000001
22.03.2018 05:00:00.000 GMT+0800,8963,9162,8565,8671,1624.6975000000002
23.03.2018 05:00:00.000 GMT+0800,8671,8842,8363,8692,1526.1275
24.03.2018 05:00:00.000 GMT+0800,8692,8692,8692,8692,0
25.03.2018 05:00:00.000 GMT+0800,8692,8692,8692,8692,0
26.03.2018 05:00:00.000 GMT+0800,8697,8720,7933,7964,1532.6775000000002
27.03.2018 05:00:00.000 GMT+0800,7967,8335,7819,8065,1921.7024999999999
28.03.2018 05:00:00.000 GMT+0800,8069,8174,7808,7975,1603.3325000000004
